Title,Author,ISBN Valid,Publisher,Subjects,i,isbn_clean,metadata,description_x,categories,all_text,description_y,first_isbn,api_title,api_authors,api_publisher,api_published_date,api_description,api_categories,api_thumbnail
L'ombre des Taliban /,"Rashid, Ahmed",2746701731; 9782746701731,Ed Autrement,Taliban (Afghanistan); Islam; Islamisches Recht; Terrorismus; Afghanistan--1994 / 2000; Afghanistan--* géopolitique--20e s. (fin) / 21e s. (début); Afghanistan,14902,2746701731,,,,"l'ombre des taliban / rashid, ahmed taliban (afghanistan); islam; islamisches recht; terrorismus; afghanistan--1994 / 2000; afghanistan--* géopolitique--20e s. (fin) / 21e s. (début); afghanistan ",,2746701731,L'Ombre des Taliban,Ahmed Rashid,Editions Autrement,2001,"Pétrole, drogue, fanatisme, terrorisme. Et géopolitique. Le dossier le plus complet et le plus fiable sur les taliban. Un document implacable par le meilleur spécialiste mondial. Ahmed Rashid, journaliste pakistanais et observateur privilégié de l'Afghanistan depuis 1979, nous plonge au cœur de ce mouvement islamiste extrême et secret qui fait peser une menace inattendue sur l'Asie centrale, le Moyen-Orient et le monde. Il met en scène la tumultueuse histoire du mouvement des taliban depuis sa soudaine et spectaculaire apparition en 1994, analysant ses racines historiques, idéologiques et géopolitiques. Il en dégage le sens et l'impact. Précis et vivant, ce livre se lit comme l'incroyable roman vrai d'une histoire tragique dont la conclusion n'est pas écrite.",Afghanistan,
Le passeur /,"Lowry, Lois",9782211205825; 2211205828,L'Ecole des loisirs,Littérature utopique; Totalitarisme; Dystopies; Roman pour la jeunesse,14903,9782211205825,,,,"le passeur / lowry, lois littérature utopique; totalitarisme; dystopies; roman pour la jeunesse ",,9782211205825,Le passeur,Lois Lowry,,2016-06-15,"Dans le monde où vit Jonas, la guerre, la pauvreté, le chômage, le divorce n’existent pas. Les inégalités n’existent pas. la désobéissance et la révolte n’existent pas. L’harmonie règne dans les cellules familiales constituées avec soin par le comité des sages. Les personnes trop âgées, ainsi que les nouveaux-nés inaptes sont ""élargis"", personne ne sait exactement ce que cela veut dire. Dans la communauté, une seule personne détient véritablement le savoir : c’est le dépositaire de la mémoire. Lui seul sait comment était le monde, des générations plus tôt, quand il y avait encore des animaux, quand l’oeil humain pouvait encore voir les couleurs, quand les gens tombaient amoureux. Dans quelques jours, Jonas aura douze ans. Au cours d’une grande cérémonie, il se verra attribuer, comme tous les enfants de son âge, sa future fonction dans la communauté. Jonas ne sait pas encore qu’il est unique. Un destin extraordinaire l’attend. Un destin qui peut le détruire.",,
Fallen Angel /,"Creati, Camille",9782017206965; 2017206962,BMR,,14904,9782017206965,,,,"fallen angel / creati, camille  ",,9782017206965,,,,,,,
Musiciennes : enquête sur les femmes et la musique /,"Ravet, Hyacinthe",9782746730359; 2746730359,Autrement,"interprète (musique, femme)--* sociologie; femme--musique--* sociologie",14905,9782746730359,,,,"musiciennes : enquête sur les femmes et la musique / ravet, hyacinthe interprète (musique, femme)--* sociologie; femme--musique--* sociologie ",,9782746730359,,,,,,,
Nouvelles du monde /,"Charcosset, Amélie",9782278082551; 2278082558,Didier,Littérature française; Français (langue); Apprentissage--Lecture; Lecture--Aspect cognitif; Roman pour la jeunesse,14906,9782278082551,,,,"nouvelles du monde / charcosset, amélie littérature française; français (langue); apprentissage--lecture; lecture--aspect cognitif; roman pour la jeunesse ",,9782278082551,Nouvelles de ce monde,,,,,,
Giant /,"Mikaël, 1974-",9782505066095; 2505066094; 9782505069539; 2505069530,Dargaud,Vérité et mensonge; Bandes dessinées,14907,9782505066095,"{'description': '', 'categories': [], 'avg_rating': 0, 'page_count': 0}",,[],"giant / mikaël, 1974- vérité et mensonge; bandes dessinées ",,9782505066095,,,,,,,
L'enfant et le sport /,"Durand, Marc, 1952-",9782130589747; 213058974X,Presses universitaires de France,Enfants--Psychologie; Sports pour enfants; Psychomotricité--Enfants; enfant--sport; enfant--motivation--sport; enfant--performance (sport)--talent,14908,9782130589747,,,,"l'enfant et le sport / durand, marc, 1952- enfants--psychologie; sports pour enfants; psychomotricité--enfants; enfant--sport; enfant--motivation--sport; enfant--performance (sport)--talent ",,9782130589747,L'enfant et le sport,Marc Durand,Presses Universitaires de France - PUF,2011-06-30,Le sport est devenu une discipline intégrée à la formation scolaire des jeunes générations. Mais la pratique sportive pose quelques problèmes et suscite au sein de l'institution scolaire plusieurs interrogations et réactions. L'auteur fait état de recherches et études menées en psychologie expérimentale pour comprendre les ressorts de la motivation dans la pratique sportive et la compétition chez les enfants.,,
Manuel d'entraînement : physiologie de la performance sportive et de son développement dans l'entraînement de l'enfant et de l'adolescent /,"Weineck, Jürgen",2711412989; 9782711412983,Vigot,entraînement (sport) - apprentissage (psychologie)--[manuel]; entraînement (sport)--[manuel],14909,2711412989,,,,"manuel d'entraînement : physiologie de la performance sportive et de son développement dans l'entraînement de l'enfant et de l'adolescent / weineck, jürgen entraînement (sport) - apprentissage (psychologie)--[manuel]; entraînement (sport)--[manuel] ",,2711412989,Manuel d'entraînement,Jürgen Weineck,,1997,"Les bases générales de l'entraînement, entraînement des principales formes de sollicitations motrices, technique et tactique sportives, performances, entraînement et santé. [SDM].",,
Nutrition du sportif /,"Clark, Nancy",9782711423576; 2711423573,Vigot,Diététique; Sportifs; Nutrition; [Guides pratiques et mémentos],14910,9782711423576,"{'description': ""Vous avez entre les mains un guide de référence, ultra-complet et déjà plébiscité par de nombreux sportifs, pour retrouver du tonus, contrôler votre stress, prendre du muscle, brûler des graisses et améliorer vos performances grâce à votre alimentation ! Une nutritionniste spécialisée dans l'alimentation des sportifs vous y explique, que vous soyez professionnel ou amateur, comment tirer le maximum des aliments et des plats que vous consommez au quotidien afin d'améliorer votre santé et vos résultats. Vous y trouverez notamment de nombreux conseils pour : Faire les bons choix au restaurant, au supermarché, au fast-food, et jusque dans votre cuisine ; Apprendre à manger correctement avant et pendant une séance de sport, et à vous alimenter pour mieux récupérer ; Bénéficier des dernières recommandations scientifiques sur les compléments alimentaires, les boissons énergisantes, le bio, l'hydratation, les régimes en vogue, les glucides et les protéines, mais aussi sur l'entraînement, la compétition, la perte de masse grasse et la prise de muscle. Que vous cherchiez des réponses à des problèmes ponctuels (préparation d'une compétition, baisse d'énergie lors des séances d'entraînement, fringales ou manque d'appétit), ou des indications à plus long terme pour atteindre et rester au summum de votre forme, vous trouverez dans cet ouvrage toutes les informations utiles à la construction d'une alimentation saine et sereine."", 'categories': [], 'avg_rating': 0, 'page_count': 381}","Vous avez entre les mains un guide de référence, ultra-complet et déjà plébiscité par de nombreux sportifs, pour retrouver du tonus, contrôler votre stress, prendre du muscle, brûler des graisses et améliorer vos performances grâce à votre alimentation ! Une nutritionniste spécialisée dans l'alimentation des sportifs vous y explique, que vous soyez professionnel ou amateur, comment tirer le maximum des aliments et des plats que vous consommez au quotidien afin d'améliorer votre santé et vos résultats. Vous y trouverez notamment de nombreux conseils pour : Faire les bons choix au restaurant, au supermarché, au fast-food, et jusque dans votre cuisine ; Apprendre à manger correctement avant et pendant une séance de sport, et à vous alimenter pour mieux récupérer ; Bénéficier des dernières recommandations scientifiques sur les compléments alimentaires, les boissons énergisantes, le bio, l'hydratation, les régimes en vogue, les glucides et les protéines, mais aussi sur l'entraînement, la compétition, la perte de masse grasse et la prise de muscle. Que vous cherchiez des réponses à des problèmes ponctuels (préparation d'une compétition, baisse d'énergie lors des séances d'entraînement, fringales ou manque d'appétit), ou des indications à plus long terme pour atteindre et rester au summum de votre forme, vous trouverez dans cet ouvrage toutes les informations utiles à la construction d'une alimentation saine et sereine.",[],"nutrition du sportif / clark, nancy diététique; sportifs; nutrition; [guides pratiques et mémentos] ",,9782711423576,Nutrition du sportif : un guide complet pour les pratiquants de tous niveaux,Nancy Clark,,2015-12-11,"Vous avez entre les mains un guide de référence, ultra-complet et déjà plébiscité par de nombreux sportifs, pour retrouver du tonus, contrôler votre stress, prendre du muscle, brûler des graisses et améliorer vos performances grâce à votre alimentation ! Une nutritionniste spécialisée dans l'alimentation des sportifs vous y explique, que vous soyez professionnel ou amateur, comment tirer le maximum des aliments et des plats que vous consommez au quotidien afin d'améliorer votre santé et vos résultats. Vous y trouverez notamment de nombreux conseils pour : Faire les bons choix au restaurant, au supermarché, au fast-food, et jusque dans votre cuisine ; Apprendre à manger correctement avant et pendant une séance de sport, et à vous alimenter pour mieux récupérer ; Bénéficier des dernières recommandations scientifiques sur les compléments alimentaires, les boissons énergisantes, le bio, l'hydratation, les régimes en vogue, les glucides et les protéines, mais aussi sur l'entraînement, la compétition, la perte de masse grasse et la prise de muscle. Que vous cherchiez des réponses à des problèmes ponctuels (préparation d'une compétition, baisse d'énergie lors des séances d'entraînement, fringales ou manque d'appétit), ou des indications à plus long terme pour atteindre et rester au summum de votre forme, vous trouverez dans cet ouvrage toutes les informations utiles à la construction d'une alimentation saine et sereine.",,
Eurafrique : aux origines coloniales de l'Union européenne /,"Hansen, Peo 19..-....",9782348055560; 2348055562,La Découverte,Communauté européenne--Histoire; Traités de Rome 1957; Géopolitique--Afrique; Colonialisme (idée politique)--Europe--20e siècle; Relations extérieures--Afrique--Europe,14911,9782348055560,,,,"eurafrique : aux origines coloniales de l'union européenne / hansen, peo 19..-.... communauté européenne--histoire; traités de rome 1957; géopolitique--afrique; colonialisme (idée politique)--europe--20e siècle; relations extérieures--afrique--europe ",,9782348055560,,,,,,,
100 idées pour en savoir plus sur les personnes avec trisomie 21... et casser les idées reçues /,,9782353451807; 2353451802,Tom Pousse,Trisomie 21; Guides pratiques,14912,9782353451807,,,,100 idées pour en savoir plus sur les personnes avec trisomie 21... et casser les idées reçues /  trisomie 21; guides pratiques ,,9782353451807,100 idées pour en savoir plus sur les personnes avec trisomie 21...,"Trisomie 21 France,",,2017-10-03,"Avec ces 100 idées retenues, nous avons jalonné le parcours de vie des personnes avec trisomie 21 : de l'annonce du diagnostic... aux questions liées au travail, à la vie affective et amoureuse, nous avons parlé santé, éducation, scolarisation, administration... Dans chacun de ces domaines, le double ancrage nous orientait : les questions d'une jeune maman et les valeurs développées par la fédération. Cet ouvrage collectif associe une diversité de points de vue : personnes avec trisomie 21, familles, chercheurs, professionnels. Au final, l'hétérogénéité de cet ouvrage devrait permettre à chacun d'y trouver des pistes de réponse aux questions qu'il se pose (ou qu'il ne se pose pas encore) !",,
Dictionnaire alphabétique et analogique de la langue française /,"Robert, Paul, 1910-1980",,Société du nouveau Littré,analogie (linguistique)--français (langue)--[dictionnaire],14913,,,,,"dictionnaire alphabétique et analogique de la langue française / robert, paul, 1910-1980 analogie (linguistique)--français (langue)--[dictionnaire] ",,,,,,,,,
Abrégé de musique /,"Platzer, Frédéric",9782729865306; 2729865306,Ellipses,musique--[manuel]; musique occidentale--Moyen-Âge / 20e s.,14914,9782729865306,,,,"abrégé de musique / platzer, frédéric musique--[manuel]; musique occidentale--moyen-âge / 20e s. ",,9782729865306,,,,,,,
Doubles-jeux /,"Calle, Sophie, 1953-",2742718648; 9782742718641; 2742718656; 9782742718658; 2742718664; 9782742718665; 2742718672; 9782742718672; 2742718680; 9782742718689; 2742718699; 9782742718696; 2742718702; 9782742718702,Actes Sud,"Photography, Artistic--Exhibitions",14915,2742718648,,,,"doubles-jeux / calle, sophie, 1953- photography, artistic--exhibitions ",,2742718648,Doubles-jeux,Sophie Calle,,1998,"Toutes les pages de l'ouvrage ""Carnet"" sont blanches et il ne possède pas d'ISBN, d'où livre d'artiste ou simple carnet de notes offert par l'éditeur à l'acheteur de cette édition?",Artists' books,http://books.google.com/books/content?id=JJkrAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Argumentation et disciplines scolaires /,,2734209632; 9782734209638,INRP,enseignement--interdisciplinarité--France--[études diverses]; argumentation--* linguistique--[études diverses]; apprentissage (psychologie)--didactique--France--[études diverses]; communication--éducation--France--[études diverses]; argumentation--classe (enseignement)--connaissance - acquisition--élève--[études diverses]; connaissance - acquisition--élève--[congrès],14916,2734209632,,,,argumentation et disciplines scolaires /  enseignement--interdisciplinarité--france--[études diverses]; argumentation--* linguistique--[études diverses]; apprentissage (psychologie)--didactique--france--[études diverses]; communication--éducation--france--[études diverses]; argumentation--classe (enseignement)--connaissance - acquisition--élève--[études diverses]; connaissance - acquisition--élève--[congrès] ,,2734209632,,,,,,,
Les compétences transversales en question /,"Rey, Bernard, 1942-",2710113031; 9782710113034,ESF,compétence professionnelle--enseignant--pédagogie--transversalité (psychologie sociale),14917,2710113031,,,,"les compétences transversales en question / rey, bernard, 1942- compétence professionnelle--enseignant--pédagogie--transversalité (psychologie sociale) ",,2710113031,Les compétences transversales en question,Bernard Rey,ESF Editeur,1998,"Les enseignants savent bien que l'immense majorité des élèves, devenus adultes, n'auront jamais à définir le romantisme, ni à étudier une fonction exponentielle, ni à se servir de ta formule chimique de l'éthylène, ni à expliquer les causes de la guerre de Cent Ans. Mais ils pensent qu'à travers ces compétences scolaires se construisent des compétences plus générales qui leur seront utiles dans la vie. Ce mythe fondateur de l'Ecole s'exprime aujourd'hui dans l'idée de "" compétences transversales "". On cherche ainsi un au-delà des disciplines scolaires, mais aussi un ""en deçà"", car l'on sent bien que les élèves en échec sont souvent ceux auxquels il manque des façons de faire et d'être préalables aux disciplines, mais requises par elles. Après avoir analysé l'idée même de compétence transversale et son usage en pédagogie, Bernard Rey examine en détail ce qui peut accréditer l'existence de telles compétences. Il passe en revue les résultats de la psychologie cognitive et aborde à cette occasion le délicat problème du transfert. IL examine les tentatives pour faire ""apprendre à apprendre"" et traite de la question des compétences méthodologiques à l'école. Les difficultés rencontrées l'amènent à souligner ce qui, dans le fonctionnement cognitif d'un sujet, est véritablement transversal. Il montre que cette transversalité est de l'ordre de l'intention : il ne suffit pas qu'un élève possède une compétence particulière pour qu'il l'utilise à bon escient dans une situation donnée. Il faut surtout que le sens qu'il attribue à cette situation lui permette d'envisager de mettre en œuvre cette compétence. Préciser quelques-unes des intentions transversales qui constituent le regard ""instruit"" sur les choses, tel est l'enjeu final de ce livre qui propose les principes d'une orientation pédagogique originale. L'ouvrage de Bernard Rey donne ainsi aux enseignants et aux formateurs la possibilité, tout à la fois, de repenser leur rapport aux savoirs enseignés, de retravailler sur leurs méthodes et de redonner du sens à leur mission.","Knowledge, Theory of",
Éducation et citoyenneté : regards croisés entre chercheurs et professionnels /,,2807332676; 9782807332676,De Boeck supérieur,Éducation à la citoyenneté; Citoyenneté--Étude et enseignement; Socialisation,14918,2807332676,,,,éducation et citoyenneté : regards croisés entre chercheurs et professionnels /  éducation à la citoyenneté; citoyenneté--étude et enseignement; socialisation ,,2807332676,Éducation et citoyenneté,,,2020,,,
La discussion en éducation et en formation : un nouveau champ de recherches /,,2747570967; 9782747570961,L'Harmattan,discussion--éducation--[études diverses]; discussion--formation (éducation)--[études diverses],14919,2747570967,"{'description': ""Pose la question de la pertinence du recours systématique à la discussion dans l'objectif d'éduquer et former l'enfant en classe. Montre en effet que si la prise de parole est bénéfique pour l'enfant dans la construction de ses connaissances ou dans l'acquisition des connaissances, elle peut engendrer également des points négatifs."", 'categories': ['Discussion'], 'avg_rating': 0, 'page_count': 194}","Pose la question de la pertinence du recours systématique à la discussion dans l'objectif d'éduquer et former l'enfant en classe. Montre en effet que si la prise de parole est bénéfique pour l'enfant dans la construction de ses connaissances ou dans l'acquisition des connaissances, elle peut engendrer également des points négatifs.",['Discussion'],la discussion en éducation et en formation : un nouveau champ de recherches /  discussion--éducation--[études diverses]; discussion--formation (éducation)--[études diverses] ,,2747570967,La discussion en éducation et en formation,Michel Tozzi,Editions L'Harmattan,2004,"Pose la question de la pertinence du recours systématique à la discussion dans l'objectif d'éduquer et former l'enfant en classe. Montre en effet que si la prise de parole est bénéfique pour l'enfant dans la construction de ses connaissances ou dans l'acquisition des connaissances, elle peut engendrer également des points négatifs.",Discussion,http://books.google.com/books/content?id=INjdU3VCvHkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Crime et châtiment /,"Dostoevskiĭ, Fedor Mikhaĭlovich",9782742737642; 2742737642; 9782742739066; 2742739068,Actes Sud,,14920,9782742737642,,,,"crime et châtiment / dostoevskiĭ, fedor mikhaĭlovich  ",,9782742737642,,,,,,,
Le dopage /,"Bourg, Jean-François",9782348036316; 2348036312,La Découverte,Dopage dans les sports--Aspect économique; Dopage dans les sports--Histoire; Dopage dans les sports,14921,9782348036316,,,,"le dopage / bourg, jean-françois dopage dans les sports--aspect économique; dopage dans les sports--histoire; dopage dans les sports ",,9782348036316,Le dopage,Jean-François Bourg,,2019-05-16,"Depuis les années 1990, le dopage s'est largement propagé dans le sport de haut niveau, profitant d'un contexte de croissance rapide du secteur, de survalorisation de la performance et d'évolution de la pharmacopée. Ce livre retrace l'histoire de cette pratique, de ses motivations et méthodes, en regard de l'économie qu'elle a peu à peu installée au sein même du sport mondial. Depuis quand se dope-t-on ? Qu'est-ce que le dopage ? Le sportif qui utilise des substances dopantes est-il rationnel ? Quels sont les produits, les acteurs et les filières de ce marché désormais mondialisé et géré par les mafias ? Pour quelles raisons le dopage se développe-t-il malgré la mise en oeuvre de politiques internationales de détection et de répression inédites ? Faut-il autoriser le dopage sous contrôle médical ? L'avenir du sport dépendra largement de la réponse à ces interrogations. En effet, la devise olympique "" Plus vite, plus haut, plus fort "" correspond aux injonctions d'un système socio-économique qui, en survalorisant la réussite individuelle, la compétition et la performance, instrumentalise le sport de haut niveau et l'ouvre à la démesure et l'artifice. Cet ouvrage présente et analyse de nombreux thèmes afin de faciliter la compréhension du dopage, d'en éclairer les vrais enjeux et de contribuer à une réflexion sur un phénomène qui suscite des débats passionnés.",,
Le Petit Robert : dictionnaire alphabétique et analogique de la langue française : [avec 22 tableaux originaux de Fabienne Verdier],,9782321010609; 2321010606; 9782321010593; 2321010592,Le Robert,Français (langue); [Dictionnaires français],14922,9782321010609,"{'description': 'Dictionnaire alphabétique et analogique de la langue française. Contient la définition, l’étymologie, les synonymes, les antonymes et les homonymes des termes ainsi que des citations, exemples et expressions.', 'categories': ['Reference'], 'avg_rating': 0, 'page_count': 0}","Dictionnaire alphabétique et analogique de la langue française. Contient la définition, l’étymologie, les synonymes, les antonymes et les homonymes des termes ainsi que des citations, exemples et expressions.",['Reference'],le petit robert : dictionnaire alphabétique et analogique de la langue française : [avec 22 tableaux originaux de fabienne verdier]  français (langue); [dictionnaires français] ,,9782321010609,Le petit Robert de la langue française 2018,Paul Robert,,2017,"Dictionnaire alphabétique et analogique de la langue française. Contient la définition, l’étymologie, les synonymes, les antonymes et les homonymes des termes ainsi que des citations, exemples et expressions.",Reference,
"Pons Grosswörterbuch französisch-deutsch, [deutsch-französisch] /","Weis, Erich",3125172209; 9783125172203,E Klett,,14923,3125172209,,,,"pons grosswörterbuch französisch-deutsch, [deutsch-französisch] / weis, erich  ",,3125172209,Harrap's Weis Mattutat,Heinrich Mattutat,,1984,,,
Ma cigarette : pourquoi je t'aime... Comment je te quitte /,"Lajzerowicz, Nathalie auteure en médecine 1986-....",9782807341111; 280734111X,De Boeck supérieur,Tabagisme--Thérapeutique,14924,9782807341111,,,,"ma cigarette : pourquoi je t'aime... comment je te quitte / lajzerowicz, nathalie auteure en médecine 1986-.... tabagisme--thérapeutique ",,9782807341111,,,,,,,
La dépendance au tabac /,"Soumaille, Suzy",9782880491987; 2880491983,Médecine & hygiène,dépendance--tabagisme; Tobacco Use Disorder; Smoking; Smoking--adverse effects; Smoking--psychology; Popular Work,14925,9782880491987,"{'description': 'Du plaisir en moins de dix secondes, qui dit mieux ? La nicotine est à la fois le poison et son antidote, la punition et la récompence. Le fumeur dépendant fume essentiellement pour soulager un état de manque, pour satisfaire une "" faim "" de nicotine elle-même Les cigarettiers jouent un rôle essentiel dans l\'épidémie de dépendance au tabac. Leur goût pour la désinformation marketing contribuent à banaliser un produit mortel auprès d\'une cible particulièrement vulnérable : les jeunes. Arrêter de fumer ? Pas si simple... Le tabagisme est un problème chronique qui évolue souvent pendant des décennies, même après l\'arrêt de la cigarette. Le cerveau a en effet la mémoire longue vie ne disparaît jamais complètement. Le parti pris de "" J\'ai envie de comprendre la dépendance au tabac "" ? Un fumeur averti en vaut deux. Vivre sans fumée est un nouveau comportement qui prend du temps à intégrer : les fumeurs récidivistes n\'ont pas échoué, ils sont en train d\'apprendre à se passer de la cigarette.', 'categories': ['Cigarette smokers'], 'avg_rating': 0, 'page_count': 150}","Du plaisir en moins de dix secondes, qui dit mieux ? La nicotine est à la fois le poison et son antidote, la punition et la récompence. Le fumeur dépendant fume essentiellement pour soulager un état de manque, pour satisfaire une "" faim "" de nicotine elle-même Les cigarettiers jouent un rôle essentiel dans l'épidémie de dépendance au tabac. Leur goût pour la désinformation marketing contribuent à banaliser un produit mortel auprès d'une cible particulièrement vulnérable : les jeunes. Arrêter de fumer ? Pas si simple... Le tabagisme est un problème chronique qui évolue souvent pendant des décennies, même après l'arrêt de la cigarette. Le cerveau a en effet la mémoire longue vie ne disparaît jamais complètement. Le parti pris de "" J'ai envie de comprendre la dépendance au tabac "" ? Un fumeur averti en vaut deux. Vivre sans fumée est un nouveau comportement qui prend du temps à intégrer : les fumeurs récidivistes n'ont pas échoué, ils sont en train d'apprendre à se passer de la cigarette.",['Cigarette smokers'],"la dépendance au tabac / soumaille, suzy dépendance--tabagisme; tobacco use disorder; smoking; smoking--adverse effects; smoking--psychology; popular work ",,9782880491987,,,,,,,
The wave /,"Strasser, Todd 1950-",9780141322605; 0141322608,Puffin,,14926,9780141322605,,,,"the wave / strasser, todd 1950-  ",,9780141322605,,,,,,,
"Le Robert & Collins : senior : [dictionnaire français-anglais, anglais-français] = Collins-Robert : unabridged : [French-English, English-French dictionary] /",,0007105266; 9780007105267; 0007105274; 9780007105274; 2850366803; 9782850366802,HarperCollins; Dictionnaires Le Robert,anglais (langue)--français (langue)--[dictionnaire multilingue],14927,0007105266,,,,"le robert & collins : senior : [dictionnaire français-anglais, anglais-français] = collins-robert : unabridged : [french-english, english-french dictionary] /  anglais (langue)--français (langue)--[dictionnaire multilingue] ",,0007105266,Collins Robert French Dictionary,,Collins,2002,"Revised and updated to cover all the latest vocabulary, this edition draws once again on Collins' and Le Robert's multi-million word databases of contemporary English and French to ensure the user has a complete and accurate picture of real language. New to this edition are boxes to help with the most typical translation problems. In addition, drawing on the previous edition, many of the most common lexical structures in both languages have been clearly highlighted. Coupled with this is a revision of many of the most difficult entries in both French and English.",English language,
Les nouvelles vagues : roman /,"Cathrine, Arnaud",9782221250181; 2221250184,Robert Laffont,Roman pour la jeunesse,14928,9782221250181,,,,"les nouvelles vagues : roman / cathrine, arnaud roman pour la jeunesse ",,9782221250181,,,,,,,
Spirale /,"Itō, Junji mangaka 1963-....",9782759506620; 2759506622,Delcourt Tonkam,Bandes dessinées fantastiques; Mangas,14929,9782759506620,,,,"spirale / itō, junji mangaka 1963-.... bandes dessinées fantastiques; mangas ",,9782759506620,Spirale,Junji Itō,Tonkam,2011-10-19,"De prime abord, Kurouzu ressemble à une banale petite ville de campagne. Mais, au-delà des apparences moroses, existe un mal profond, terrible et indicible qui plane au-dessus des habitants. Une pression hypnotique, un malaise poisseux qui corrompent les coeurs, les âmes et les esprits de victimes impuissantes.",,
Made in abyss /,"Tsukushi, Akihito",9782377171170; 2377171176; 9782377171248; 2377171249; 9782377171453; 2377171451; 9782377171743; 2377171745; 9782377172009; 2377172008; 9782377172252; 2377172253; 9782377172498; 2377172490; 9782377172870; 2377172873; 9782377173662; 2377173667; 978237717407,Ototo,Seinen; Mangas,14930,9782377171170,,,,"made in abyss / tsukushi, akihito seinen; mangas ",,9782377171170,Made in Abyss,,,2018-05-18,"Au pied de la ville d'Orse s'étend l'Abysse, une faille gigantesque à la profondeur inconnue habitée par d'étranges créatures et emplie d'antiques reliques. Depuis des années, ce gouffre attire de nombreux aventuriers séduits par l'aura de mystère qui l'entoure et qui se font appeler ""les caverniers"". C'est ici que vit Rico, une jeune orpheline obsédée par l'Abysse et désirant marcher dans les traces de sa mère qui y a disparu. Un jour, en prospectant, Rico découvre le corps inanimé d'un jeune garçon. Elle est alors loin d'imaginer à quel point cette découverte va changer sa vie et accélérer son destin.",,
BL métamorphose /,"Tsurutani, Kaori, 1982-",9791032704783; 9791032704844; 9791032705728; 9791032706091; 9791032706657,Ki-oon,Mangas,14931,9791032704783,"{'description': ""A 75 ans, Yuki vit le quotidien bien réglé d'une grand-mère japonaise, entre mots croisés et cours de calligraphie. En flânant un jour dans une librairie pour fuir la chaleur, elle craque pour un manga, intriguée par sa couverture chatoyante... Ce n'est qu'en rentrant chez elle que Yuki se rend compte qu'elle a fait l'acquisition d'une bande dessinée d'un genre bien particulier : un boy's love, une romance entre garçons ! L'histoire pourrait s'arrêter là, mais, contre toute attente, notre mamie tombe littéralement sous le charme de ce récit et n'a plus qu'une idée en tête... lire la suite ! C'est la jeune Urara, apprentie libraire et accro au genre, qui va devenir la conseillère de la vieille dame en la matière ! Pour l'adolescente timide et complexée, qui vit sa passion dans le secret, la rencontre avec Yuki va être un véritable déclic. Par-delà les générations, les deux fangirls vont s'ouvrir l'une à l'autre et découvrir les joies d'une amitié hors du commun ! BL Métamorphose fait voler en éclats tous les a priori sur les seniors et les jeunes ! Quand il s'agit de partager la même passion, l'âge importe peu. Ce récit touchant, drôle et d'une justesse incroyable est un véritable hymne à l'échange intergénérationnel. A mettre entre toutes les mains... même celles de sa grand-mère !"", 'categories': [], 'avg_rating': 0, 'page_count': 146}","A 75 ans, Yuki vit le quotidien bien réglé d'une grand-mère japonaise, entre mots croisés et cours de calligraphie. En flânant un jour dans une librairie pour fuir la chaleur, elle craque pour un manga, intriguée par sa couverture chatoyante... Ce n'est qu'en rentrant chez elle que Yuki se rend compte qu'elle a fait l'acquisition d'une bande dessinée d'un genre bien particulier : un boy's love, une romance entre garçons ! L'histoire pourrait s'arrêter là, mais, contre toute attente, notre mamie tombe littéralement sous le charme de ce récit et n'a plus qu'une idée en tête... lire la suite ! C'est la jeune Urara, apprentie libraire et accro au genre, qui va devenir la conseillère de la vieille dame en la matière ! Pour l'adolescente timide et complexée, qui vit sa passion dans le secret, la rencontre avec Yuki va être un véritable déclic. Par-delà les générations, les deux fangirls vont s'ouvrir l'une à l'autre et découvrir les joies d'une amitié hors du commun ! BL Métamorphose fait voler en éclats tous les a priori sur les seniors et les jeunes ! Quand il s'agit de partager la même passion, l'âge importe peu. Ce récit touchant, drôle et d'une justesse incroyable est un véritable hymne à l'échange intergénérationnel. A mettre entre toutes les mains... même celles de sa grand-mère !",[],"bl métamorphose / tsurutani, kaori, 1982- mangas ",,9791032704783,BL métamorphose,,,2019-06-06,"A 75 ans, Yuki vit le quotidien bien réglé d'une grand-mère japonaise, entre mots croisés et cours de calligraphie. En flânant un jour dans une librairie pour fuir la chaleur, elle craque pour un manga, intriguée par sa couverture chatoyante... Ce n'est qu'en rentrant chez elle que Yuki se rend compte qu'elle a fait l'acquisition d'une bande dessinée d'un genre bien particulier : un boy's love, une romance entre garçons ! L'histoire pourrait s'arrêter là, mais, contre toute attente, notre mamie tombe littéralement sous le charme de ce récit et n'a plus qu'une idée en tête... lire la suite ! C'est la jeune Urara, apprentie libraire et accro au genre, qui va devenir la conseillère de la vieille dame en la matière ! Pour l'adolescente timide et complexée, qui vit sa passion dans le secret, la rencontre avec Yuki va être un véritable déclic. Par-delà les générations, les deux fangirls vont s'ouvrir l'une à l'autre et découvrir les joies d'une amitié hors du commun ! BL Métamorphose fait voler en éclats tous les a priori sur les seniors et les jeunes ! Quand il s'agit de partager la même passion, l'âge importe peu. Ce récit touchant, drôle et d'une justesse incroyable est un véritable hymne à l'échange intergénérationnel. A mettre entre toutes les mains... même celles de sa grand-mère !",,
