Title,Author,ISBN Valid,Publisher,Subjects,i,isbn_clean,metadata,description_x,categories,all_text,description_y
Histoire du tourisme en pays vaudois,,288474018X; 9782884740180,SVHA Société vaudoise d'histoire et d'archéologie,tourisme--Vaud (Suisse)--18e s. / 20e s.,9652,288474018X,,,,histoire du tourisme en pays vaudois  tourisme--vaud (suisse)--18e s. / 20e s. ,
En eaux troubles /,"Mejia, Mindy",9782863745113; 2863745115,Mazarine,,9653,9782863745113,,,,"en eaux troubles / mejia, mindy  ",
Faire la guerre : Antoine-Henri Jomini /,"Langendorf, Jean-Jacques",2825707708; 9782825707708; 2825707724; 9782825707722,Georg,"Jomini, Antoine Henri",9654,2825707708,,,,"faire la guerre : antoine-henri jomini / langendorf, jean-jacques jomini, antoine henri ",
Introduction à l'histoire environnementale /,,9782707165756; 2707165751,La Découverte,Environnement; Histoire; Écologie humaine; Politique de l'environnement,9655,9782707165756,,,,introduction à l'histoire environnementale /  environnement; histoire; écologie humaine; politique de l'environnement ,
"Vivre sans ? : institutions, police, travail, argent... /","Lordon, Frédéric",9782358721714; 2358721719,La fabrique éditions,Anarchisme; Antiétatisme; Modes de vie alternatifs; Anarchism,9656,9782358721714,,,,"vivre sans ? : institutions, police, travail, argent... / lordon, frédéric anarchisme; antiétatisme; modes de vie alternatifs; anarchism ",
L'imaginaire médiéval : essais /,"Le Goff, Jacques, 1924-2014",207070386X; 9782070703869,Gallimard,Représentations sociales--Moyen âge; Imaginaire (philosophie)--Moyen âge; imaginaire--Moyen-Âge--[études diverses],9657,207070386X,,,,"l'imaginaire médiéval : essais / le goff, jacques, 1924-2014 représentations sociales--moyen âge; imaginaire (philosophie)--moyen âge; imaginaire--moyen-âge--[études diverses] ",
Encyclopaedia universalis.,,2852295504; 9782852295506,Encyclopaedia universalis France,Französisch; Wörterbuch,9658,2852295504,,,,encyclopaedia universalis.  französisch; wörterbuch ,
Bestiaires du Moyen Age /,"Pastoureau, Michel",9782021022865; 2021022862,Seuil,bestiaire--Moyen-Âge; bestiaire--manuscrit--Moyen-Âge; bestiaire--manuscrit enluminé--Moyen-Âge; animal - image--Moyen-Âge; Bestiaires (genre littéraire); Symbolisme; Moyen âge; Manuscrits à peintures; Animaux,9659,9782021022865,"{'description': ""Le cerf vit mille ans. Le sanglier porte ses cornes dans sa bouche. Les papillons sont des fleurs qui volent. L’écureuil est un animal diabolique, paresseux, lubrique, avaricieux. La zoologie médiévale n’est pas la zoologie moderne. Plusieurs notions qui nous sont aujourd’hui familières, sont alors inconnues : insecte, mammifère, cétacé, domestication, etc. En outre, la frontière est floue qui sépare les animaux réels des animaux chimériques et les animaux domestiques des animaux sauvages. Le Moyen Âge est très bavard sur l’animal. Et, à cet égard, les bestiaires enluminés en sont de riches témoignages. L’ouvrage s'intéresse à la composition des bestiaires médiévaux et engage une étude thématique des espèces où sont décrites leurs propriétés physiques et morales, leur dimension symbolique et religieuse, mettant en lumière différentes histoires, croyances ou anecdotes les concernant. Chaque animal est accompagné d’une ou plusieurs miniatures, l’ensemble constituant une iconographie abondante, originale et particulièrement séduisante pour notre oeil moderne."", 'categories': ['Animals'], 'avg_rating': 0, 'page_count': 235}","Le cerf vit mille ans. Le sanglier porte ses cornes dans sa bouche. Les papillons sont des fleurs qui volent. L’écureuil est un animal diabolique, paresseux, lubrique, avaricieux. La zoologie médiévale n’est pas la zoologie moderne. Plusieurs notions qui nous sont aujourd’hui familières, sont alors inconnues : insecte, mammifère, cétacé, domestication, etc. En outre, la frontière est floue qui sépare les animaux réels des animaux chimériques et les animaux domestiques des animaux sauvages. Le Moyen Âge est très bavard sur l’animal. Et, à cet égard, les bestiaires enluminés en sont de riches témoignages. L’ouvrage s'intéresse à la composition des bestiaires médiévaux et engage une étude thématique des espèces où sont décrites leurs propriétés physiques et morales, leur dimension symbolique et religieuse, mettant en lumière différentes histoires, croyances ou anecdotes les concernant. Chaque animal est accompagné d’une ou plusieurs miniatures, l’ensemble constituant une iconographie abondante, originale et particulièrement séduisante pour notre oeil moderne.",['Animals'],"bestiaires du moyen age / pastoureau, michel bestiaire--moyen-âge; bestiaire--manuscrit--moyen-âge; bestiaire--manuscrit enluminé--moyen-âge; animal - image--moyen-âge; bestiaires (genre littéraire); symbolisme; moyen âge; manuscrits à peintures; animaux ",
Gestion de classes et d'élèves difficiles /,"Richoz, Jean-Claude",9782828915247; 2828915247,Favre,Classes (éducation) - Conduite; Éducation; Enfants difficiles; Autorité; Écoles; Discipline; Classes (éducation)--Conduite; Relations maître-élève; Enfants difficiles--Éducation; Autorité (psychologie); Discipline scolaire; Suisse,9660,9782828915247,,,,"gestion de classes et d'élèves difficiles / richoz, jean-claude classes (éducation) - conduite; éducation; enfants difficiles; autorité; écoles; discipline; classes (éducation)--conduite; relations maître-élève; enfants difficiles--éducation; autorité (psychologie); discipline scolaire; suisse ",
Entre culture et politique : Pro Helvetia de 1939 à 2009 /,,9782832104033; 2832104037; 9783038236023; 3038236020,Slatkine,Pro Helvetia (Suisse)--1939 / 2009--[études diverses]; PRO HELVETIA (ZH. ZUERICH); POLITIQUE CULTURELLE,9661,9782832104033,,,,entre culture et politique : pro helvetia de 1939 à 2009 /  pro helvetia (suisse)--1939 / 2009--[études diverses]; pro helvetia (zh. zuerich); politique culturelle ,
Les principes régissant l'exécution des peines privatives de liberté ( art. 74 et 75 al. 1 CP)  /,"Viredaz, Baptiste",,Schulthess,exécution de la peine--prison--* droit pénal--Suisse; allgemeines Strafrecht; Straf- und Massnahmenvollzug; Freiheitsstrafe; Schweiz,9662,,,,,"les principes régissant l'exécution des peines privatives de liberté ( art. 74 et 75 al. 1 cp)  / viredaz, baptiste exécution de la peine--prison--* droit pénal--suisse; allgemeines strafrecht; straf- und massnahmenvollzug; freiheitsstrafe; schweiz ",
Strafrecht /,,9783719037376; 3719037371,Helbing Lichtenhahn,Strafrecht; allgemeines Strafrecht; Strafgesetzbuch; besonderes Strafrecht; Jugendstrafrecht; Bundesgesetz über das Jugendstrafrecht; Schweiz; Textreproduktion; Kommentar(Werk),9663,9783719037376,,,,strafrecht /  strafrecht; allgemeines strafrecht; strafgesetzbuch; besonderes strafrecht; jugendstrafrecht; bundesgesetz über das jugendstrafrecht; schweiz; textreproduktion; kommentar(werk) ,
Petit commentaire de la Constitution fédérale de la Confédération suisse du 18 avril 1999 /,"Aubert, Jean-François 1931-....",3725545014; 9783725545018,Schulthess,"Suisse.--""Constitution de 1999""; Suisse.--""Constitution de 1999""--[manuel]; Droit constitutionnel--Suisse; droit constitutionnel--Suisse--[manuel]; Verfassungsrecht; Bundesrecht; Bundesverfassung; Schweiz; Textreproduktion; Kommentar(Werk)",9664,3725545014,,,,"petit commentaire de la constitution fédérale de la confédération suisse du 18 avril 1999 / aubert, jean-françois 1931-.... suisse.--""constitution de 1999""; suisse.--""constitution de 1999""--[manuel]; droit constitutionnel--suisse; droit constitutionnel--suisse--[manuel]; verfassungsrecht; bundesrecht; bundesverfassung; schweiz; textreproduktion; kommentar(werk) ",
Strafvollzug : Straf- und Massnahmenvollzug an Erwachsenen in der Schweiz /,"Baechtold, Andrea",9783727272158; 3727272155,Stämpfli,Straf- und Massnahmenvollzug; Strafen und Massnahmen; Freiheitsstrafe; Massnahme(Strafrecht); Peines; Emprisonnement; Exécution des peines; Schweiz; Suisse; [Manuels d'enseignement supérieur],9665,9783727272158,,,,"strafvollzug : straf- und massnahmenvollzug an erwachsenen in der schweiz / baechtold, andrea straf- und massnahmenvollzug; strafen und massnahmen; freiheitsstrafe; massnahme(strafrecht); peines; emprisonnement; exécution des peines; schweiz; suisse; [manuels d'enseignement supérieur] ",
Code pénal suisse /,,,Diffusion OFCL; Chancellerie fédérale,Strafrecht; Strafgesetzbuch; Schweiz; Textreproduktion,9666,,,,,code pénal suisse /  strafrecht; strafgesetzbuch; schweiz; textreproduktion ,
Les besoins artificiels : comment sortir du consumérisme /,"Keucheyan, Razmig",235522126X; 9782355221262,Zones,Capitalisme; Consommation; Analyse des besoins,9667,235522126X,,,,"les besoins artificiels : comment sortir du consumérisme / keucheyan, razmig capitalisme; consommation; analyse des besoins ",
La faim et l'abondance : histoire de l'alimentation en Europe /,"Montanari, Massimo",2020136147; 9782020136143,Ed du Seuil,alimentation--Europe--origines / 20e s.,9668,2020136147,,,,"la faim et l'abondance : histoire de l'alimentation en europe / montanari, massimo alimentation--europe--origines / 20e s. ",
Luna : la petite chouette qui voulait voir le jour /,"Milési, Julien 1985-....",9782940589272; 2940589275,Editions uTopie,Chouettes; Aventures; Nuit; Livres d'images,9669,9782940589272,,,,"luna : la petite chouette qui voulait voir le jour / milési, julien 1985-.... chouettes; aventures; nuit; livres d'images ",
Quand ralentir devient vital : 10 programmes corps-esprit pour échapper à la tyrannie de la vitesse /,"Frenay, Isabelle, 1980-",9782412063392; 2412063397,First éditions,Bien-être; Relaxation; Pleine conscience; Guides pratiques,9670,9782412063392,,,,"quand ralentir devient vital : 10 programmes corps-esprit pour échapper à la tyrannie de la vitesse / frenay, isabelle, 1980- bien-être; relaxation; pleine conscience; guides pratiques ",
Elever ses enfants sans élever la voix : guide pratique de l'éducation bienveillante /,"Boisgrollier, Nathalie de",9782226257192; 2226257195,Albin Michel,Bienveillance; Éducation des enfants--Guides pratiques; Psychologie positive; Enfants; Rôle parental; Éducation - Participation des parents,9671,9782226257192,,,,"elever ses enfants sans élever la voix : guide pratique de l'éducation bienveillante / boisgrollier, nathalie de bienveillance; éducation des enfants--guides pratiques; psychologie positive; enfants; rôle parental; éducation - participation des parents ",
Guérir avec l'aromathérapie : pratique énergétique des huiles essentielles et des hydrolats /,"Bosson, Lydia",9782839931755; 2839931753,Usha Veda,Aromathérapie; Hydrolats; Huiles essentielles; Cakra; Guides pratiques,9672,9782839931755,,,,"guérir avec l'aromathérapie : pratique énergétique des huiles essentielles et des hydrolats / bosson, lydia aromathérapie; hydrolats; huiles essentielles; cakra; guides pratiques ",
"Les gardiens de la forêt : sagesse, art de vivre et philosophie du bonheur des peuples autochtones d'Amazonie et du Brésil /","Barrucand, Emilie",9782749167671; 2749167671,Le Cherche Midi,Indiens d'Amérique; Spiritualité; Amazonie; Brésil,9673,9782749167671,,,,"les gardiens de la forêt : sagesse, art de vivre et philosophie du bonheur des peuples autochtones d'amazonie et du brésil / barrucand, emilie indiens d'amérique; spiritualité; amazonie; brésil ",
Le grand guide de la phytothérapie au quotidien : 108 plantes et 100 affections courantes /,"Jacquemard, Karine 19..-....",9782815319812; 2815319810,Rustica éditions,Guides pratiques; Phytothérapie,9674,9782815319812,,,,"le grand guide de la phytothérapie au quotidien : 108 plantes et 100 affections courantes / jacquemard, karine 19..-.... guides pratiques; phytothérapie ",
Ma bible des secrets de phytothérapeutes /,"Scimeca, Daniel",9791028529116,Leduc Editions,Phytothérapie; Plantes médicinales,9675,9791028529116,,,,"ma bible des secrets de phytothérapeutes / scimeca, daniel phytothérapie; plantes médicinales ",
Installer un premier rucher : guide pratique du débutant /,"Riondet, Jean apiculteur 19..-....",9782841387533; 2841387534,Ulmer,Apiculture; Ruches; [Guides pratiques],9676,9782841387533,,,,"installer un premier rucher : guide pratique du débutant / riondet, jean apiculteur 19..-.... apiculture; ruches; [guides pratiques] ",
Là où se cachent les âmes sœurs /,"Hug, Nathalie",9782702187531; 2702187536,Calmann Levy,Roman,9677,9782702187531,,,,"là où se cachent les âmes sœurs / hug, nathalie roman ",
La comète /,"Todd-Stanton, Joe",9782211321099; 2211321097,l'école des loisirs,Déménagement; Livres d'images,9678,9782211321099,,,,"la comète / todd-stanton, joe déménagement; livres d'images ",
50 plantes du druide : guide pratique /,"Lamour, Pascal 1958-....",9782737383083; 2737383080,Éditions Ouest-France,Guides pratiques; Plantes médicinales; Druides,9679,9782737383083,,,,"50 plantes du druide : guide pratique / lamour, pascal 1958-.... guides pratiques; plantes médicinales; druides ",
Les 7 lois spirituelles du succès : un guide pratique pour réaliser vos rêves /,"Chopra, Deepak, 1946-",9782889537020; 2889537021,Jouvence,Réalisation de soi; Spiritualité orientale,9680,9782889537020,"{'description': '', 'categories': [], 'avg_rating': 0, 'page_count': 0}",,[],"les 7 lois spirituelles du succès : un guide pratique pour réaliser vos rêves / chopra, deepak, 1946- réalisation de soi; spiritualité orientale ",
Je parle comme une rivière /,"Scott, Jordan 1978..-....",9782278100149; 2278100149,Didier jeunesse,Bégaiement--Chez l'enfant; Ouvrages pour la jeunesse,9681,9782278100149,,,,"je parle comme une rivière / scott, jordan 1978..-.... bégaiement--chez l'enfant; ouvrages pour la jeunesse ",
Nouvelle histoire de la Suisse et des Suisses /,,2601030178; 9782601030174,Payot,Suisse (peuple)--origines / 20e s.; Suisse--origines / 20e s.,9682,2601030178,,,,nouvelle histoire de la suisse et des suisses /  suisse (peuple)--origines / 20e s.; suisse--origines / 20e s. ,
La contrainte à l'hétérosexualité et autres essais /,"Rich, Adrienne",9782940116096; 2940116091,NQF; Mamamélis Liège,"Rich, Adrienne--[anthologie]; féminisme--[études diverses]",9683,9782940116096,,,,"la contrainte à l'hétérosexualité et autres essais / rich, adrienne rich, adrienne--[anthologie]; féminisme--[études diverses] ",
Ruptures : les bébés volés du franquisme /,"Sirieix, Laure 1966-....",9788418101663; 8418101660,Bang,,9684,9788418101663,,,,"ruptures : les bébés volés du franquisme / sirieix, laure 1966-....  ",
Coming out /,"Goldfarb, Elise",9782234094819; 223409481X,Stock,Récits personnels; Coming out; Minorités sexuelles; Homosexualité,9685,9782234094819,,,,"coming out / goldfarb, elise récits personnels; coming out; minorités sexuelles; homosexualité ",
Comprendre et soigner ses yeux /,"Brézin, Antoine P.",9782204136440; 2204136441,Edition du Cerf,Oeil; Oeil--Maladies; Vision; Troubles de la vision,9686,9782204136440,,,,"comprendre et soigner ses yeux / brézin, antoine p. oeil; oeil--maladies; vision; troubles de la vision ",
Ma médecine chinoise au quotidien : en bonne santé tout au long de l'année /,"Romeo-Dussard, Sabrina",9782889537426; 2889537420,Jouvence,Médecine chinoise,9687,9782889537426,,,,"ma médecine chinoise au quotidien : en bonne santé tout au long de l'année / romeo-dussard, sabrina médecine chinoise ",
Féminismes : 150 ans d'idées reçues /,"Bard, Christine, 1965-",9791031805849,Le Cavalier bleu,Stéréotype (psychologie); Féminisme--Histoire,9688,9791031805849,,,,"féminismes : 150 ans d'idées reçues / bard, christine, 1965- stéréotype (psychologie); féminisme--histoire ",
Rencontres au coeur du silence /,"Engel, Raphaël",9782882959775; 288295977X,Cabédita,"Vie religieuse; Vie chrétienne; Récits personnels; Abbayes--Hauterive (Suisse, FR)",9689,9782882959775,,,,"rencontres au coeur du silence / engel, raphaël vie religieuse; vie chrétienne; récits personnels; abbayes--hauterive (suisse, fr) ",
Via Jacobi (portion helvétique du chemin de Compostelle) : La Suisse à pied : Itinéraire d'un pèlerin ou passe-temps d'un randonneur ? /,"Dick, Christian",9782839932653; 2839932652,CopyPress; Editions de la Rive,Chemins de Saint-Jacques; Randonnée pédestre--Via Jacobi; Suisse,9690,9782839932653,,,,"via jacobi (portion helvétique du chemin de compostelle) : la suisse à pied : itinéraire d'un pèlerin ou passe-temps d'un randonneur ? / dick, christian chemins de saint-jacques; randonnée pédestre--via jacobi; suisse ",
Le soufisme : voie intérieure de l'islam /,"Geoffroy, Eric",9782757806395; 2757806394,Editons Points,Soufisme; soufisme.; Sufism; Soufisme.,9691,9782757806395,,,,"le soufisme : voie intérieure de l'islam / geoffroy, eric soufisme; soufisme.; sufism; soufisme. ",
Ana /,"Mirallés, Ana",9782356740915; 2356740910,Éditions Daniel Maghen,"Mirallès, Ana,--1959-....; Ouvrages illustrés",9692,9782356740915,,,,"ana / mirallés, ana mirallès, ana,--1959-....; ouvrages illustrés ",
Manger bien associé /,"Bourquin, Olivier",9782828918675; 282891867X,Favre,Nutrition,9693,9782828918675,,,,"manger bien associé / bourquin, olivier nutrition ",
S'enfuir : récit d'un otage /,"Delisle, Guy",9782205075472; 2205075470,Dargaud,Otages--Captivité; Bandes dessinées,9694,9782205075472,,,,"s'enfuir : récit d'un otage / delisle, guy otages--captivité; bandes dessinées ",
La maison paysanne vaudoise /,"Biermann, Charles",,F Rouge,maison rurale--Vaud (Suisse),9695,,,,,"la maison paysanne vaudoise / biermann, charles maison rurale--vaud (suisse) ",
Les maisons rurales du canton de Vaud /,"Glauser, Daniel, Historien de l'art",3908121027; 9783908121022,Société suisse des traditions populaires,maison rurale--Jura (chaîne) - Vaud (Suisse),9696,3908121027,,,,"les maisons rurales du canton de vaud / glauser, daniel, historien de l'art maison rurale--jura (chaîne) - vaud (suisse) ",
De Saint Etienne au général Guisan : Louis Polla raconte la vie de cent personnages qui ont donné leur nom aux rues de Lausanne /,"Polla, Louis",2826500503; 9782826500506,Ed 24 Heures,"Rues--Noms--Lausanne (Suisse, VD); Biographie; rue--Lausanne (Suisse, VD)--1er s. / 20e s.",9697,2826500503,,,,"de saint etienne au général guisan : louis polla raconte la vie de cent personnages qui ont donné leur nom aux rues de lausanne / polla, louis rues--noms--lausanne (suisse, vd); biographie; rue--lausanne (suisse, vd)--1er s. / 20e s. ",
"Le documentaire, un autre cinéma : histoire et création /","Gauthier, Guy",9782200601652; 2200601654,A Colin,Films documentaires; Histoire,9698,9782200601652,,,,"le documentaire, un autre cinéma : histoire et création / gauthier, guy films documentaires; histoire ",
Penser l'histoire de l'Afrique /,"Fauvelle-Aymar, François-Xavier, 1968-",9782271142627; 2271142628,De vive voix; CNRS éditions,Civilisation--Afrique; Afrique--Historiographie; Afrique--Histoire,9699,9782271142627,,,,"penser l'histoire de l'afrique / fauvelle-aymar, françois-xavier, 1968- civilisation--afrique; afrique--historiographie; afrique--histoire ",
L'italiano da soli : esercizi e test di grammatica italiana : quattro livelli di difficoltà con chiavi /,"Manella, Claudio",8887883033; 9788887883039,Progetto Lingua,,9700,8887883033,,,,"l'italiano da soli : esercizi e test di grammatica italiana : quattro livelli di difficoltà con chiavi / manella, claudio  ",
Resto qui /,"Balzano, Marco",9788806237417; 8806237411,Einaudi,,9701,9788806237417,,,,"resto qui / balzano, marco  ",
L'Origine à venir /,"Ansermet, François, psychiatre",9782415001544; 2415001546,O Jacob,,9702,9782415001544,,,,"l'origine à venir / ansermet, françois, psychiatre  ",
La sibilla : vita di Joyce Lussu /,"Ballestra, Silvia",9788858147535; 8858147537,Laterza,,9703,9788858147535,,,,"la sibilla : vita di joyce lussu / ballestra, silvia  ",
La mort de Staline : [une histoire vraie... soviétique] /,"Nury, Fabien",9782205066760; 2205066765; 9782205068221; 2205068229,Dargaud,"Staline, Joseph; Bandes dessinées",9704,9782205066760,,,,"la mort de staline : [une histoire vraie... soviétique] / nury, fabien staline, joseph; bandes dessinées ",
Grammatica avanzata della lingua italiana : con esercizi /,"Nocchi, Susanna",9788889237281; 8889237287; 3190053871; 9783190053872,Alma Edizioni,Italien (langue)--Grammaire; Problèmes et exercices,9705,9788889237281,,,,"grammatica avanzata della lingua italiana : con esercizi / nocchi, susanna italien (langue)--grammaire; problèmes et exercices ",
Grande meraviglia /,"Ardone, Viola",9788806257620; 8806257625,Enaudi,,9706,9788806257620,,,,"grande meraviglia / ardone, viola  ",
Histoire des relations entre Juifs et Noirs : de la Bible à Black Lives Matter /,"Bruder, Edith, 1948-",9782226469977; 2226469974,Albin Michel,Communication interculturelle.; Relations interethniques.; Noirs américains--Et les Juifs.; Relations interethniques--Aspect politique.; Relations interethniques--Aspect religieux.,9707,9782226469977,,,,"histoire des relations entre juifs et noirs : de la bible à black lives matter / bruder, edith, 1948- communication interculturelle.; relations interethniques.; noirs américains--et les juifs.; relations interethniques--aspect politique.; relations interethniques--aspect religieux. ",
Paul Klee /,"Hammer-Smith, Verona",9782810417278; 281041727X,Editions Prisma,"Klee, Paul; [Ouvrages généraux]",9708,9782810417278,,,,"paul klee / hammer-smith, verona klee, paul; [ouvrages généraux] ",
Lapérouse 64 /,"Bollée, Laurent-Frédéric",9782344052501; 234405250X,Glénat,Bandes dessinées.,9709,9782344052501,,,,"lapérouse 64 / bollée, laurent-frédéric bandes dessinées. ",
La nuit des temps : roman /,"Barjavel, René",9782258152830; 2258152836,Presses de la Cité,,9710,9782258152830,,,,"la nuit des temps : roman / barjavel, rené  ",
Turbulences : roman /,"Nevo, Eshkol",9782072970337; 2072970334,Gallimard,,9711,9782072970337,,,,"turbulences : roman / nevo, eshkol  ",
La gastronomie au Moyen Age : 150 recettes de France et d'Italie /,,2234024021; 9782234024021,Stock,Cuisine médiévale--France; Cuisine médiévale--Italie; cuisine (gastronomie)--France--Moyen-Âge--[manuel]; cuisine (gastronomie)--Italie--Moyen-Âge--[manuel]; Guides pratiques,9712,2234024021,,,,la gastronomie au moyen age : 150 recettes de france et d'italie /  cuisine médiévale--france; cuisine médiévale--italie; cuisine (gastronomie)--france--moyen-âge--[manuel]; cuisine (gastronomie)--italie--moyen-âge--[manuel]; guides pratiques ,
Cuisiniers et ouvrages culinaires au Moyen Âge : au coeur de la cuisine médiévale /,"Marty-Dufaut, Josy",9782737368561; 2737368561,Ouest-France,"Taillevent, Guillaume.--""Le viandier""; Cuisine médiévale; Cuisiniers--Moyen âge; Gastronomie--Moyen âge; Cuisine; Moyen âge; Illustrations",9713,9782737368561,,,,"cuisiniers et ouvrages culinaires au moyen âge : au coeur de la cuisine médiévale / marty-dufaut, josy taillevent, guillaume.--""le viandier""; cuisine médiévale; cuisiniers--moyen âge; gastronomie--moyen âge; cuisine; moyen âge; illustrations ",
"Société, patriotisme et éducation au XVIIIe siècle /",,,Centre de documentation et de recherche Pestalozzi,éducation--société (milieu humain)--Suisse--18e s.,9714,,,,,"société, patriotisme et éducation au xviiie siècle /  éducation--société (milieu humain)--suisse--18e s. ",
Il nous restera ça /,"Grimaldi, Virginie",9782213717081; 2213717087,Fayard,Cohabitation intergénérationnelle; Roman français; Roman,9715,9782213717081,,,,"il nous restera ça / grimaldi, virginie cohabitation intergénérationnelle; roman français; roman ",
"L'argent de la traite : milieu négrier, capitalisme et développement : un modèle /","Pétré-Grenouilleau, Olivier",9782700703825; 2700703820,Aubier,Traite des esclaves--Nantes (France)--18e siècle; Traite des esclaves--Nantes (France)--19e siècle; Marchands d'esclaves--Nantes (France)--19e siècle; Marchands d'esclaves--Nantes (France)--18e siècle; Thèses et écrits académiques; négrier (marchand d'esclaves)--société (milieu humain)--traite des noirs--Nantes (France)--18e s. / 19e s. (1ère moitié); commerce maritime--société (milieu humain)--Nantes (France)--19e s. (2e moitié) / 1914,9716,9782700703825,,,,"l'argent de la traite : milieu négrier, capitalisme et développement : un modèle / pétré-grenouilleau, olivier traite des esclaves--nantes (france)--18e siècle; traite des esclaves--nantes (france)--19e siècle; marchands d'esclaves--nantes (france)--19e siècle; marchands d'esclaves--nantes (france)--18e siècle; thèses et écrits académiques; négrier (marchand d'esclaves)--société (milieu humain)--traite des noirs--nantes (france)--18e s. / 19e s. (1ère moitié); commerce maritime--société (milieu humain)--nantes (france)--19e s. (2e moitié) / 1914 ",
Imperialism in the modern world : sources and interpretations /,,9780131899056; 0131899058; 9781138432130; 113843213X,Routledge Taylor & Francis Group,Impérialisme; Relations internationales--19e siècle; Relations internationales--20e siècle; Sources,9717,9780131899056,,,,imperialism in the modern world : sources and interpretations /  impérialisme; relations internationales--19e siècle; relations internationales--20e siècle; sources ,
Dictionnaire des symboles /,"Mennig, Miguel",2708135805; 9782708135802,Eyrolles,symbole--[dictionnaire],9718,2708135805,,,,"dictionnaire des symboles / mennig, miguel symbole--[dictionnaire] ",
L'empire du milieu /,"Gay, Olivier",9782864976165; 2864976161,Albert René,Bandes dessinées,9719,9782864976165,,,,"l'empire du milieu / gay, olivier bandes dessinées ",
Les Amériques /,,9782221196458; 2221196457; 9782221116579; 2221116577; 9782221125786; 2221125789,R Laffont,Amérique--Histoire,9720,9782221196458,,,,les amériques /  amérique--histoire ,
Les Etats-Unis dans le monde /,,9782271092519; 2271092515,CNRS Ed,Relations extérieures--États-Unis--2000-....,9721,9782271092519,,,,les etats-unis dans le monde /  relations extérieures--états-unis--2000-.... ,
Soldiers of God : with the Mujahidin in Afghanistan /,"Kaplan, Robert D",0395521327; 9780395521328,Houghton Mifflin Comp,guérilla--Afghanistan--1979 / 1989--[document],9722,0395521327,,,,"soldiers of god : with the mujahidin in afghanistan / kaplan, robert d guérilla--afghanistan--1979 / 1989--[document] ",
Le ditionnaire du progressisme /,,2204144401; 9782204144407,Les Éditions du Cerf,Progrès--Aspect politique; Progressisme (politique américaine); Dictionnaires,9723,2204144401,,,,le ditionnaire du progressisme /  progrès--aspect politique; progressisme (politique américaine); dictionnaires ,
Team of vipers : my 500 extraordinary days in the Trump White House /,"Sims, Cliff",125022389X; 9781250223890,Thomas Dunne Books St Martin's Press,"Trump, Donald; Washington (D.C.)--White House; Récits personnels",9724,125022389X,,,,"team of vipers : my 500 extraordinary days in the trump white house / sims, cliff trump, donald; washington (d.c.)--white house; récits personnels ",
"Dictionnaire grec-français, français-grec",,2700506006; 9782700506006,K dictionaries; Assimil,Français (langue); Grec (langue) moderne; Dictionnaires,9725,2700506006,,,,"dictionnaire grec-français, français-grec  français (langue); grec (langue) moderne; dictionnaires ",
Peril /,"Woodward, Bob",9781398512146; 1398512141,Simon & Schuster,"Trump, Donald; Biden, Joseph R.,--1942-....; Trump, Donald,--1946-; Biden, Joseph R.,--Jr.; Politique et gouvernement--États-Unis--2000-....; Politique et gouvernement--États-Unis--2017-....; United States--Politics and government--2017-2021; United States--Politics and government--2021-",9726,9781398512146,,,,"peril / woodward, bob trump, donald; biden, joseph r.,--1942-....; trump, donald,--1946-; biden, joseph r.,--jr.; politique et gouvernement--états-unis--2000-....; politique et gouvernement--états-unis--2017-....; united states--politics and government--2017-2021; united states--politics and government--2021- ",
Etat de siège : Trump seul contre tous /,"Wolff, Michael, 1953-",9782221240915; 222124091X,Robert Laffont,"Trump, Donald; Politique et gouvernement; Pratiques politiques; 21e siècle (début)",9727,9782221240915,,,,"etat de siège : trump seul contre tous / wolff, michael, 1953- trump, donald; politique et gouvernement; pratiques politiques; 21e siècle (début) ",
Doom : the politics of catastrophe /,"Ferguson, Niall",9780241501764; 0241501768; 0241488443; 9780241488447,Allen Lane,COVID-19 (Disease)--Political aspects; COVID-19 (Disease)--Political aspects.; Disasters; Disasters--Political aspects.; Crisis management; COVID-19--history; Disasters--history,9728,9780241501764,,,,"doom : the politics of catastrophe / ferguson, niall covid-19 (disease)--political aspects; covid-19 (disease)--political aspects.; disasters; disasters--political aspects.; crisis management; covid-19--history; disasters--history ",
"De l'urgence d'être conservateur : territoire, coutumes, esthétique, un héritage pour l'avenir /","Scruton, Roger",2810007101; 9782810007103,L'Artilleur,Conservatisme; Philosophie politique; Tradition (philosophie),9729,2810007101,,,,"de l'urgence d'être conservateur : territoire, coutumes, esthétique, un héritage pour l'avenir / scruton, roger conservatisme; philosophie politique; tradition (philosophie) ",
Aimer sans tout permettre /,"Dodson, Fitzhugh",2221002725; 9782221002728,R Laffont,discipline (ordre)--éducation,9730,2221002725,,,,"aimer sans tout permettre / dodson, fitzhugh discipline (ordre)--éducation ",
Bataclan : mémoires /,"Roller, Olivier",9782358879057; 2358879053,Manufacture de livre éditions,Attentats du 13 novembre 2015 (France); Victimes du terrorisme--Paris (France)--2000-....; Tatouage; Photographie,9731,9782358879057,,,,"bataclan : mémoires / roller, olivier attentats du 13 novembre 2015 (france); victimes du terrorisme--paris (france)--2000-....; tatouage; photographie ",
The body : a guide for occupants /,"Bryson, Bill, 1951-",9780385685740; 0385685742; 9780857522405; 085752240X,Doubleday,Human body; Human physiology; Human body--Popular works; Human physiology--Popular works; Popular works,9732,9780385685740,,,,"the body : a guide for occupants / bryson, bill, 1951- human body; human physiology; human body--popular works; human physiology--popular works; popular works ",
